,station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort,n,m,k_avg,intersection_count,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportion,edge_length_total,edge_length_avg,street_length_total,street_length_avg,street_segments_count,node_density_km,intersection_density_km,edge_density_km,street_density_km,circuity_avg,self_loop_proportion,clean_intersection_count,clean_intersection_density_km
5490,2400116,2400116,国領,,,24001,13,182-0022,調布市国領町３-１８-１,139.558036,35.650087,0000-00-00,0000-00-00,0,2400116,784,2025,5.165816326530612,653,2.7716836734693877,"{0: 0, 1: 131, 2: 0, 3: 571, 4: 81, 5: 1}","{0: 0.0, 1: 0.16709183673469388, 2: 0.0, 3: 0.7283163265306123, 4: 0.10331632653061225, 5: 0.0012755102040816326}",114800.43199999978,56.69157135802458,58766.58299999994,56.506329807692254,1040,313.00531112237167,260.7046787792203,45833.093029518626,23462.056882032728,1.0509200911776233,0.0,417,166.4836922678941
5491,2400117,2400117,布田,,,24001,13,182-0022,調布市国領町５-６７-１,139.551557,35.649904,0000-00-00,0000-00-00,0,2400117,781,2093,5.359795134443022,673,2.852752880921895,"{0: 0, 1: 108, 2: 6, 3: 561, 4: 105, 5: 1}","{0: 0.0, 1: 0.1382842509603073, 2: 0.0076824583866837385, 3: 0.7183098591549296, 4: 0.13444302176696543, 5: 0.0012804097311139564}",120587.34799999993,57.614595317725716,61717.72799999996,57.41183999999996,1075,320.4388266119964,276.1271834953567,49476.143786648456,25322.351269498515,1.0490361366748304,0.0,422,173.14364254835144
5492,2400118,2400118,調布,,,24001,13,182-0024,調布市布田４-３２-１,139.543988,35.652181,0000-00-00,0000-00-00,0,2400118,684,1816,5.309941520467836,594,2.8523391812865495,"{0: 0, 1: 90, 2: 7, 3: 502, 4: 84, 5: 1}","{0: 0.0, 1: 0.13157894736842105, 2: 0.01023391812865497, 3: 0.7339181286549707, 4: 0.12280701754385964, 5: 0.0014619883040935672}",107487.22999999997,59.18900330396474,55790.12400000003,59.60483333333337,936,274.55209048329806,238.42681541970623,43144.50832859512,22393.70639257665,1.0466894510182452,0.0,377,151.32476332193477
5493,2400119,2400119,西調布,,,24001,13,182-0035,調布市上石原１-２５-１７,139.529822,35.657169,0000-00-00,0000-00-00,0,2400119,639,1657,5.18622848200313,541,2.8262910798122065,"{0: 0, 1: 98, 2: 1, 3: 457, 4: 80, 5: 3}","{0: 0.0, 1: 0.15336463223787167, 2: 0.001564945226917058, 3: 0.7151799687010955, 4: 0.12519561815336464, 5: 0.004694835680751174}",104202.79700000012,62.88641943270979,55104.72999999993,64.14986030267745,859,255.00174943016128,215.89349990879072,41583.56108061971,21990.301333140334,1.0484979394529261,0.0,354,141.2685748016856
5494,2400120,2400120,飛田給,,,24001,13,182-0036,調布市飛田給１-４２-１１,139.523666,35.660121,0000-00-00,0000-00-00,0,2400120,582,1460,5.017182130584192,461,2.7147766323024056,"{0: 0, 1: 121, 2: 1, 3: 384, 4: 75, 5: 1}","{0: 0.0, 1: 0.20790378006872853, 2: 0.001718213058419244, 3: 0.6597938144329897, 4: 0.12886597938144329, 5: 0.001718213058419244}",88559.94900000015,60.6574993150686,46113.80999999991,60.91652575957716,757,258.47659988784596,204.73833771185048,39331.05584838674,20479.96703895898,1.0386779374533728,0.0,290,128.79418207469988
5495,2400121,2400121,武蔵野台,,,24001,13,183-0011,府中市白糸台４-１８-４,139.511289,35.664159,0000-00-00,0000-00-00,0,2400121,572,1407,4.919580419580419,440,2.6695804195804196,"{0: 0, 1: 132, 2: 2, 3: 363, 4: 74, 5: 0, 6: 1}","{0: 0.0, 1: 0.23076923076923078, 2: 0.0034965034965034965, 3: 0.6346153846153846, 4: 0.12937062937062938, 5: 0.0, 6: 0.0017482517482517483}",93229.95899999989,66.26152025586346,49000.084999999985,67.30780906593405,728,238.49911151399755,183.46085501076735,38872.83634263355,20430.90338568244,1.0461135485362185,0.0014214641080312722,304,126.7547725528938
5496,2400122,2400122,多磨霊園,,,24001,13,183-0015,府中市清水が丘３-２６-１１,139.502615,35.666197,0000-00-00,0000-00-00,0,2400122,642,1696,5.283489096573208,547,2.8629283489096573,"{0: 0, 1: 95, 2: 3, 3: 439, 4: 105}","{0: 0.0, 1: 0.14797507788161993, 2: 0.004672897196261682, 3: 0.6838006230529595, 4: 0.16355140186915887}",109584.7689999998,64.61366096698102,57483.78899999993,65.39680204778149,879,262.232838847154,223.4289140956281,44761.25400199306,23479.96445040621,1.054566791779793,0.0023584905660377358,361,147.45491405579844
5497,2400123,2400123,東府中,,,24001,13,183-0015,府中市清水が丘１-８-３,139.495257,35.668766,0000-00-00,0000-00-00,0,2400123,594,1627,5.478114478114478,534,2.994949494949495,"{0: 0, 1: 60, 2: 3, 3: 411, 4: 120}","{0: 0.0, 1: 0.10101010101010101, 2: 0.005050505050505051, 3: 0.6919191919191919, 4: 0.20202020202020202}",99188.65199999977,60.96413767670545,52883.90799999991,61.70817736289371,857,251.41363811637214,226.01832113492043,41982.12097504834,22383.39344796548,1.0564433141425427,0.001229256299938537,346,146.44632792637165
5498,2400124,2400124,府中,,,24001,13,183-0023,府中市宮町１-１-１０,139.4799,35.672245,0000-00-00,0000-00-00,0,2400124,526,1459,5.547528517110266,501,3.1311787072243344,"{0: 0, 1: 25, 2: 1, 3: 381, 4: 118, 5: 1}","{0: 0.0, 1: 0.04752851711026616, 2: 0.0019011406844106464, 3: 0.7243346007604563, 4: 0.22433460076045628, 5: 0.0019011406844106464}",92573.79299999998,63.45016655243316,50315.126999999986,63.609515802781274,791,232.8876171472947,221.8188140509404,40987.24346398651,22277.12934124241,1.034957439141855,0.0,350,154.96324334896036
5499,2400125,1130321,分倍河原,,,24001,13,183-0021,府中市片町２丁目,139.468798,35.668493,0000-00-00,0000-00-00,0,2400125,596,1624,5.449664429530201,521,2.865771812080537,"{0: 0, 1: 75, 2: 3, 3: 446, 4: 71, 5: 1}","{0: 0.0, 1: 0.12583892617449666, 2: 0.0050335570469798654, 3: 0.7483221476510067, 4: 0.11912751677852348, 5: 0.0016778523489932886}",104130.03299999969,64.11947844827567,52589.34399999994,64.05523020706448,821,238.8793177557972,208.81900092411132,41735.75711565197,21078.031234806902,1.075274722517783,0.0024630541871921183,365,146.29354191420467
5500,2400126,2400126,中河原,,,24001,13,183-0034,府中市住吉町２-１-１６,139.457602,35.659549,0000-00-00,0000-00-00,0,2400126,464,1268,5.4655172413793105,416,2.913793103448276,"{0: 0, 1: 48, 2: 0, 3: 361, 4: 54, 5: 1}","{0: 0.0, 1: 0.10344827586206896, 2: 0.0, 3: 0.7780172413793104, 4: 0.11637931034482758, 5: 0.0021551724137931034}",87727.66099999996,69.18585252365928,45251.40400000006,69.08611297709933,655,240.10255437829966,215.2643590977859,45395.766154598125,23415.90019311298,1.079760047985642,0.002365930599369085,285,147.47678447805043
5501,2400127,2400127,聖蹟桜ヶ丘,,,24001,13,206-0011,東京都多摩市関戸一丁目10-10,139.446979,35.650814,0000-00-00,0000-00-00,0,2400127,493,1277,5.18052738336714,427,2.874239350912779,"{0: 0, 1: 66, 2: 2, 3: 356, 4: 66, 5: 3}","{0: 0.0, 1: 0.13387423935091278, 2: 0.004056795131845842, 3: 0.7221095334685599, 4: 0.13387423935091278, 5: 0.006085192697768763}",80416.87900000018,62.97328034455769,43341.79799999998,63.92595575221236,678,258.1248124135543,223.56854949409268,42104.64869525059,22692.88738015448,1.0636076411994062,0.0,283,148.17306676072184
5502,2400128,2400128,百草園,,,24001,13,191-0033,日野市百草２０９,139.431285,35.657362,0000-00-00,0000-00-00,0,2400128,452,1136,5.0265486725663715,363,2.7234513274336285,"{0: 0, 1: 89, 2: 0, 3: 314, 4: 45, 5: 4}","{0: 0.0, 1: 0.19690265486725664, 2: 0.0, 3: 0.6946902654867256, 4: 0.09955752212389381, 5: 0.008849557522123894}",71364.09699999997,62.82050792253518,36867.60200000003,62.70000340136059,588,226.26850971938578,181.71563944278105,35724.44220278691,18455.702127140383,1.0744665575475085,0.0,241,120.64316558046896
5503,2400129,2400129,高幡不動,,,24001,13,191-0031,日野市高幡１３９,139.412953,35.662361,0000-00-00,0000-00-00,0,2400129,631,1683,5.334389857369255,546,2.911251980982567,"{0: 0, 1: 85, 2: 0, 3: 432, 4: 114}","{0: 0.0, 1: 0.1347068145800317, 2: 0.0, 3: 0.6846275752773375, 4: 0.18066561014263074}",100436.73699999998,59.677205585264396,52449.799000000065,59.466892290249504,882,266.31526860196294,230.44078709456699,42389.59840199636,22136.580521083968,1.0502759478730095,0.0,361,152.3610332255287
5504,2400130,2400130,南平,,,24001,13,191-0041,日野市南平６-９-３１,139.392008,35.654559,0000-00-00,0000-00-00,0,2400130,573,1591,5.553228621291448,517,2.973821989528796,"{0: 0, 1: 56, 2: 0, 3: 422, 4: 93, 5: 2}","{0: 0.0, 1: 0.09773123909249563, 2: 0.0, 3: 0.7364746945898778, 4: 0.16230366492146597, 5: 0.0034904013961605585}",102296.0100000001,64.29667504714023,52697.00899999996,64.65890674846621,815,260.02845680662006,234.61555352359963,46422.118006587436,23913.999875383175,1.07195749533189,0.00251414204902577,368,166.9990787169916
5505,2400131,2400131,平山城址公園,,,24001,13,191-0043,日野市平山５-１８-１０,139.379926,35.647371,0000-00-00,0000-00-00,0,2400131,641,1819,5.675507020280811,574,2.985959438377535,"{0: 0, 1: 67, 2: 0, 3: 450, 4: 123, 5: 1}","{0: 0.0, 1: 0.10452418096723869, 2: 0.0, 3: 0.7020280811232449, 4: 0.1918876755070203, 5: 0.0015600624024961}",111178.81299999995,61.120842770753136,56298.31899999997,61.06108351409975,922,274.73954393435906,246.02261812530747,47652.44364864801,24130.069401452496,1.0447337425838594,0.0,423,181.30238234669872
5506,2400132,2400132,長沼,,,24001,13,192-0907,八王子市長沼町７００,139.365849,35.642788,0000-00-00,0000-00-00,0,2400132,510,1409,5.525490196078431,452,2.9490196078431374,"{0: 0, 1: 58, 2: 1, 3: 360, 4: 91}","{0: 0.0, 1: 0.11372549019607843, 2: 0.00196078431372549, 3: 0.7058823529411765, 4: 0.1784313725490196}",90205.50899999998,64.02094322214334,46043.193999999974,64.30613687150834,716,206.53610364082405,183.04768401108328,36530.77324666134,18646.238995957967,1.04787268942522,0.0,326,132.02111722923263
5507,2400133,2400133,北野,,,24001,13,192-0911,八王子市打越町３３５-１,139.354489,35.644479,0000-00-00,0000-00-00,0,2400133,673,1814,5.390787518573552,600,2.976225854383358,"{0: 0, 1: 73, 2: 1, 3: 473, 4: 122, 5: 3, 6: 1}","{0: 0.0, 1: 0.10846953937592868, 2: 0.0014858841010401188, 3: 0.7028231797919762, 4: 0.1812778603268945, 5: 0.004457652303120356, 6: 0.0014858841010401188}",113981.9839999998,62.834610804851046,62067.40000000003,64.78851774530274,958,283.664484524751,252.89552855104102,48042.556814960415,26160.946547981486,1.0499271854805436,0.0011025358324145535,411,173.2334370574631
5508,2400134,2400134,京王八王子,,,24001,13,192-0046,八王子市明神町３-２７-１,139.343851,35.657416,0000-00-00,0000-00-00,0,2400134,618,1791,5.796116504854369,588,3.1957928802588995,"{0: 0, 1: 30, 2: 3, 3: 409, 4: 168, 5: 8}","{0: 0.0, 1: 0.04854368932038835, 2: 0.0048543689320388345, 3: 0.6618122977346278, 4: 0.27184466019417475, 5: 0.012944983818770227}",107105.51799999984,59.80207593523162,56992.69299999994,60.11887447257378,948,247.79310632470342,235.76431475554307,42944.99839763171,22851.77416873813,1.0155734897316262,0.0,420,168.40308196824503
5553,2500101,1130208,新宿,,,25001,13,160-0023,東京都新宿区西新宿一丁目1-3,139.699574,35.691435,0000-00-00,0000-00-00,0,2500101,704,1545,4.389204545454546,678,3.210227272727273,"{0: 0, 1: 26, 2: 3, 3: 487, 4: 175, 5: 12, 6: 0, 7: 1}","{0: 0.0, 1: 0.036931818181818184, 2: 0.004261363636363636, 3: 0.6917613636363636, 4: 0.24857954545454544, 5: 0.017045454545454544, 6: 0.0, 7: 0.0014204545454545455}",89509.20400000017,57.93475987055027,64773.621999999974,59.9755759259259,1080,290.5408390625369,279.8106376198864,36940.45345735772,26732.07739346533,1.0189380752162258,0.0,394,162.6038218617039
5554,2500102,2500102,南新宿,,,25001,13,151-0053,渋谷区代々木２丁目,139.69867,35.683483,0000-00-00,0000-00-00,0,2500102,588,1437,4.887755102040816,535,3.0238095238095237,"{0: 0, 1: 53, 2: 1, 3: 417, 4: 113, 5: 4}","{0: 0.0, 1: 0.09013605442176871, 2: 0.0017006802721088435, 3: 0.7091836734693877, 4: 0.1921768707482993, 5: 0.006802721088435374}",83268.94999999982,57.94638135003467,51130.11000000003,60.869178571428606,840,238.33556217539598,216.85293497251163,33751.61906463418,20724.699848537148,1.0311516897426225,0.0,310,125.65310250743666
5555,2500103,2500103,参宮橋,,,25001,13,151-0053,渋谷区代々木４丁目,139.693568,35.678586,0000-00-00,0000-00-00,0,2500103,554,1364,4.924187725631769,494,2.916967509025271,"{0: 0, 1: 60, 2: 3, 3: 415, 4: 75, 5: 1}","{0: 0.0, 1: 0.10830324909747292, 2: 0.005415162454873646, 3: 0.7490974729241877, 4: 0.13537906137184116, 5: 0.0018050541516245488}",85341.59300000005,62.56715029325517,52797.685000000005,68.39078367875648,772,289.2932048970317,257.96181086486223,44564.51796026734,27570.417878689426,1.0398194335987414,0.0,299,156.13478026031137
5556,2500104,2500104,代々木八幡,,,25001,13,151-0053,渋谷区代々木５丁目,139.688913,35.669715,0000-00-00,0000-00-00,0,2500104,663,1625,4.901960784313726,590,2.9155354449472095,"{0: 0, 1: 73, 2: 6, 3: 490, 4: 92, 5: 2}","{0: 0.0, 1: 0.11010558069381599, 2: 0.00904977375565611, 3: 0.7390648567119156, 4: 0.138763197586727, 5: 0.0030165912518853697}",91995.41399999993,56.61256246153842,53347.65899999998,57.79811375947993,923,308.7664372898916,274.76952941332735,42843.28239485459,24844.59518429263,1.042390190744582,0.0024615384615384616,356,165.7931397816009
5557,2500105,2500105,代々木上原,,,25001,13,151-0066,渋谷区西原３丁目,139.680153,35.669159,0000-00-00,0000-00-00,0,2500105,879,2231,5.076222980659841,790,2.931740614334471,"{0: 0, 1: 89, 2: 6, 3: 662, 4: 120, 5: 2}","{0: 0.0, 1: 0.1012514220705347, 2: 0.006825938566552901, 3: 0.7531285551763367, 4: 0.13651877133105803, 5: 0.0022753128555176336}",123151.83599999991,55.20028507395782,69973.80400000008,56.113716118684906,1247,357.11412507659605,320.95581207111593,50033.28801446691,28428.479856360915,1.0346697462545573,0.0017929179740026895,466,189.32330180397472
5558,2500106,2500106,東北沢,,,25001,13,155-0031,世田谷区北沢３丁目,139.673014,35.665379,0000-00-00,0000-00-00,0,2500106,1067,2709,5.077788191190253,931,2.860356138706654,"{0: 0, 1: 136, 2: 8, 3: 795, 4: 126, 5: 1, 6: 1}","{0: 0.0, 1: 0.1274601686972821, 2: 0.007497656982193065, 3: 0.7450796626054358, 4: 0.11808809746954077, 5: 0.0009372071227741331, 6: 0.0009372071227741331}",130669.23400000008,48.23522849760062,70643.4250000001,48.08946562287277,1469,428.84115211871756,374.180986525329,52517.66153236207,28392.509621942136,1.0337764857456366,0.0,496,199.34883922294648
5559,2500107,2400605,下北沢,,,25001,13,155-0031,世田谷区北沢２丁目,139.667516,35.661655,0000-00-00,0000-00-00,0,2500107,1248,3222,5.163461538461538,1086,2.8830128205128207,"{0: 0, 1: 162, 2: 9, 3: 892, 4: 184, 5: 0, 6: 1}","{0: 0.0, 1: 0.12980769230769232, 2: 0.007211538461538462, 3: 0.7147435897435898, 4: 0.14743589743589744, 5: 0.0, 6: 0.0008012820512820513}",150406.10300000035,46.68097548106777,81587.80899999992,46.67494794050339,1748,496.413672597384,431.9753593275313,59826.63940007259,32452.96787248707,1.0359600675722391,0.0,581,231.1028395665706
5560,2500108,2500108,世田谷代田,,,25001,13,155-0033,世田谷区代田２丁目,139.661557,35.65834,0000-00-00,0000-00-00,0,2500108,1203,3134,5.210307564422278,1054,2.9551122194513715,"{0: 0, 1: 149, 2: 7, 3: 798, 4: 248, 5: 0, 6: 1}","{0: 0.0, 1: 0.12385702410640066, 2: 0.005818786367414797, 3: 0.6633416458852868, 4: 0.20615128844555278, 5: 0.0, 6: 0.0008312551953449709}",148240.04300000035,47.300588066368974,80808.0100000001,47.090914918414974,1716,478.5162683360565,419.2486673534527,58965.31354475206,32142.932166968232,1.0289485711406745,0.0,633,251.78786189253847
5561,2500109,2500109,梅ヶ丘,,,25001,13,154-0022,東京都世田谷区梅丘,139.653628,35.656024,0000-00-00,0000-00-00,0,2500109,1214,3179,5.237232289950577,1057,2.9365733113673804,"{0: 0, 1: 157, 2: 3, 3: 814, 4: 240}","{0: 0.0, 1: 0.12932454695222406, 2: 0.002471169686985173, 3: 0.6705107084019769, 4: 0.19769357495881384}",146865.14700000046,46.198536332180076,79789.30300000019,46.120984393063694,1730,481.16188577673086,418.9358428879774,58209.15245914087,31624.02923911949,1.0266848531681982,0.0,625,247.7151388883499
5562,2500110,2500110,豪徳寺,,,25001,13,154-0021,世田谷区豪徳寺１丁目,139.647381,35.653807,0000-00-00,0000-00-00,0,2500110,1015,2752,5.422660098522168,901,3.0167487684729064,"{0: 0, 1: 114, 2: 6, 3: 646, 4: 247, 5: 2}","{0: 0.0, 1: 0.1123152709359606, 2: 0.005911330049261084, 3: 0.6364532019704433, 4: 0.24334975369458128, 5: 0.0019704433497536944}",136446.55200000026,49.580869186046606,72840.04500000016,49.349623983739946,1476,403.8512713127228,358.4926063574022,54289.766986638075,28981.817513030543,1.0271241521358263,0.0,561,223.21237754328817
5563,2500111,2500111,経堂,,,25001,13,156-0052,世田谷区経堂１丁目,139.635993,35.650991,0000-00-00,0000-00-00,0,2500111,988,2629,5.321862348178137,869,2.9746963562753037,"{0: 0, 1: 119, 2: 4, 3: 652, 4: 209, 5: 4}","{0: 0.0, 1: 0.12044534412955465, 2: 0.004048582995951417, 3: 0.659919028340081, 4: 0.21153846153846154, 5: 0.004048582995951417}",135952.9910000002,51.71281513883614,72704.76900000007,51.272756699576924,1418,394.4647522954354,346.9533094582321,54280.02319700267,29027.80232214765,1.0334412232906987,0.0,570,227.57581863198195
5564,2500112,2500112,千歳船橋,,,25001,13,156-0055,世田谷区船橋１丁目,139.624544,35.647616,0000-00-00,0000-00-00,0,2500112,944,2432,5.1525423728813555,847,2.9364406779661016,"{0: 0, 1: 97, 2: 0, 3: 714, 4: 132, 5: 1}","{0: 0.0, 1: 0.1027542372881356, 2: 0.0, 3: 0.7563559322033898, 4: 0.13983050847457626, 5: 0.001059322033898305}",127653.93100000024,52.48928083881589,69970.87400000013,52.373408682634825,1336,379.2235295998696,340.2567050541203,51281.116823218545,28108.688355368427,1.034495799238733,0.0,544,218.5355933287384
5565,2500113,2500113,祖師ヶ谷大蔵,,,25001,13,157-0072,東京都世田谷区祖師谷1丁目,139.609659,35.643236,0000-00-00,0000-00-00,0,2500113,902,2355,5.221729490022173,808,2.9556541019955653,"{0: 0, 1: 94, 2: 2, 3: 662, 4: 138, 5: 6}","{0: 0.0, 1: 0.10421286031042129, 2: 0.0022172949002217295, 3: 0.7339246119733924, 4: 0.15299334811529933, 5: 0.0066518847006651885}",125401.36800000018,53.24898853503192,67515.788,52.459819735819735,1287,365.27484012387646,327.2085042351354,50782.66590633643,27341.262380862012,1.0457964699329685,0.0,501,202.88547106658768
5566,2500114,2500114,成城学園前,,,25001,13,157-0066,世田谷区成城６丁目,139.598958,35.640114,0000-00-00,0000-00-00,0,2500114,614,1512,4.925081433224756,524,2.9218241042345277,"{0: 0, 1: 90, 2: 2, 3: 389, 4: 132, 5: 1}","{0: 0.0, 1: 0.1465798045602606, 2: 0.003257328990228013, 3: 0.6335504885993485, 4: 0.21498371335504887, 5: 0.0016286644951140066}",94405.13300000009,62.43725727513233,53873.26699999993,62.93605957943917,856,248.244499381741,211.85686917920566,38168.65632027964,21781.339082204966,1.044970933616898,0.0,378,152.82804685064838
5567,2500115,2500115,喜多見,,,25001,13,157-0067,世田谷区喜多見９丁目,139.587445,35.636697,0000-00-00,0000-00-00,0,2500115,816,2076,5.088235294117647,670,2.764705882352941,"{0: 0, 1: 146, 2: 1, 3: 569, 4: 99, 5: 1}","{0: 0.0, 1: 0.17892156862745098, 2: 0.0012254901960784314, 3: 0.6973039215686274, 4: 0.1213235294117647, 5: 0.0012254901960784314}",112647.01400000005,54.261567437379604,59458.72399999999,54.9526099815157,1082,330.5477907734643,271.4056615419376,45631.39903790138,24085.722868148478,1.0549299083797,0.002890173410404624,433,175.4009723099388
5568,2500116,2500116,狛江,,,25001,13,201-0014,狛江市東和泉１丁目,139.577127,35.632001,0000-00-00,0000-00-00,0,2500116,770,1988,5.163636363636364,653,2.8415584415584414,"{0: 0, 1: 117, 2: 1, 3: 541, 4: 109, 5: 2}","{0: 0.0, 1: 0.15194805194805194, 2: 0.0012987012987012987, 3: 0.7025974025974026, 4: 0.14155844155844155, 5: 0.0025974025974025974}",109090.42099999973,54.874457243460625,58133.58800000007,55.260064638783334,1052,318.42015913643127,270.0368362546618,45112.45352607818,24040.138106664614,1.0479445752204741,0.002012072434607646,412,170.37546177170088
5569,2500117,2500117,和泉多摩川,,,25001,13,201-0014,狛江市東和泉４丁目,139.573695,35.627349,0000-00-00,0000-00-00,0,2500117,568,1495,5.264084507042254,509,2.966549295774648,"{0: 0, 1: 59, 2: 1, 3: 409, 4: 98, 5: 1}","{0: 0.0, 1: 0.10387323943661972, 2: 0.0017605633802816902, 3: 0.7200704225352113, 4: 0.17253521126760563, 5: 0.0017605633802816902}",85698.81500000003,57.32362207357862,46783.447000000015,58.33347506234416,802,244.6070562928221,219.1989289666311,36905.8712410795,20147.114883628983,1.0321741217203952,0.0013377926421404682,328,141.2519620845874
5570,2500118,1130314,登戸,,,25001,14,214-0014,川崎市多摩区登戸,139.569449,35.62115,0000-00-00,0000-00-00,0,2500118,601,1592,5.29783693843594,510,2.8835274542429286,"{0: 0, 1: 91, 2: 0, 3: 400, 4: 108, 5: 2}","{0: 0.0, 1: 0.15141430948419302, 2: 0.0, 3: 0.6655574043261231, 4: 0.17970049916805325, 5: 0.0033277870216306157}",95421.54400000007,59.93815577889451,50711.85600000004,60.951750000000054,832,246.672234897687,209.32252878173105,39164.468412425944,20813.98811202943,1.0289655135505364,0.0,366,150.21969712571288
5571,2500119,2500119,向ヶ丘遊園,,,25001,14,214-0014,神奈川県川崎市多摩区登戸,139.564719,35.617273,0000-00-00,0000-00-00,0,2500119,608,1575,5.180921052631579,501,2.8190789473684212,"{0: 0, 1: 107, 2: 0, 3: 401, 4: 96, 5: 4}","{0: 0.0, 1: 0.17598684210526316, 2: 0.0, 3: 0.6595394736842105, 4: 0.15789473684210525, 5: 0.006578947368421052}",97897.00100000009,62.15682603174609,51226.21800000007,62.24327825030386,823,269.1795167344341,221.80746362492022,43341.88720218822,22679.356258836826,1.0417201016485738,0.0012698412698412698,343,151.8562076314324
